Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2015-06-23,215.60049438476562,217.26895634278375,214.73375451317278,215.09128724148678,16007498
2015-06-24,214.7121124267578,218.0815528707161,213.79120301107568,215.600520178202,18603004
2015-06-25,217.66981506347656,218.6340598737921,213.433649801447,213.86701971822035,27175118
2015-06-26,216.83563232421875,219.73918672562928,215.68719676520973,216.6622756460732,20966796
2015-06-29,214.7012481689453,215.35131029069248,210.61675722503782,214.062034398213,20168946
2015-06-30,216.70559692382812,217.3014752085528,214.08372379235777,214.4954259871854,23184864
2015-07-01,217.90818786621094,218.94826994196328,216.9006074512966,216.9006074512966,14824266
2015-07-02,219.0349578857422,220.96344776834275,218.22238737335263,218.63408957343708,15931202
2015-07-03,218.24404907226562,219.6741656127278,217.34480748267924,218.7965917980968,13831096
2015-07-06,220.05337524414062,220.77926019964997,215.64385267804522,215.8388771251824,12237733
2015-07-07,217.38816833496094,220.28088875806586,216.68393668486337,219.06746437113128,11294999
2015-07-08,215.94720458984375,218.56907765168825,214.8746208129287,215.78468181507515,15190654
2015-07-09,213.95372009277344,216.9006243586044,213.03281070164255,215.8171921861465,16245867
2015-07-10,217.07395935058594,217.55066486199772,214.5712590317913,214.75543511811003,16110573
2015-07-13,218.20069885253906,219.3924697883684,215.6329953706103,217.07394570167386,9860248
2015-07-14,216.20721435546875,219.17578622860862,215.6438377578284,218.61240963096824,9942927
2015-07-15,219.09994506835938,219.8041621865967,216.58641096641105,216.6297465143353,13532911
2015-07-16,221.81930541992188,222.70771301080396,219.09992768113648,219.2841037451987,14854295
2015-07-17,221.38597106933594,223.4336337330258,220.58424890312014,222.1552060364372,10195142
2015-07-20,222.04685974121094,223.17361297010467,220.56257376036214,222.7077413431539,6348354
2015-07-21,218.37405395507812,222.8485796273808,217.2798023997473,222.75107464087057,7923338
2015-07-22,227.6047821044922,228.37400251034651,217.680652782599,217.7673238745862,17309440
2015-07-23,226.4997100830078,231.38592336156816,225.61130240891728,228.27651096672008,18642915
2015-07-24,222.1118621826172,227.44227945589282,221.25595614461758,227.08476116982928,13099664
2015-07-27,217.8431854248047,223.16278339914993,217.0631310452782,222.07936569929836,20118553
2015-07-28,218.90493774414062,220.30253811049852,216.70558633810427,218.4824016823122,13382878
2015-07-29,215.81716918945312,219.43580304164527,214.9721115673716,218.7424053680006,14790821
2015-07-30,216.71640014648438,218.41737812331456,215.01543663412164,216.70556626037634,11701228
2015-07-31,217.08477783203125,218.39572151149645,214.51707437087728,216.6839095610817,16634259
2015-08-03,217.21481323242188,219.68501204068897,216.5539315940881,216.90063047763422,9887787
2015-08-04,214.0836944580078,217.90817198699736,212.35022927956302,217.4206326454867,12006872
2015-08-05,214.02955627441406,216.8572877609032,213.2386535405859,214.1378951517961,14345010
2015-08-06,212.12271118164062,214.9504423616188,211.8085284712884,214.73375016587337,8708037
2015-08-07,213.29283142089844,215.38382955320594,211.7326937727728,212.1335620722365,8608888
2015-08-10,209.94505310058594,214.2570558941865,208.991642104184,213.3253271365139,9288894
2015-08-11,209.31666564941406,210.97429371409604,207.5831859130812,210.40008325238796,8762464
2015-08-12,204.31126403808594,209.31666432515416,203.80205690004166,208.79662330043806,9650325
2015-08-13,202.241943359375,206.70563505879738,201.38603734301736,205.19968134701904,9340350
2015-08-14,209.52252197265625,210.61677352752332,202.4477910074001,203.73706699967414,12739366
2015-08-17,206.00140380859375,209.31667454329204,204.9938233699903,209.31667454329204,10857430
2015-08-18,204.5712890625,207.14982656076893,204.15960134533572,207.14982656076893,6630334
2015-08-19,206.8464813232422,208.2332478499668,203.56371216469807,204.54962485456264,8877298
2015-08-20,198.5474853515625,208.0057443174032,197.9949426039465,208.0057443174032,19008087
2015-08-21,196.73818969726562,197.5940958012236,194.36549583910647,197.18239358168165,20050521
2015-08-24,179.75015258789062,190.68186357670845,177.2474521882558,190.68186357670845,35635706
2015-08-25,183.7804718017578,186.48903049306983,178.37421723569062,182.19868081612418,49504268
2015-08-26,184.91806030273438,189.5550940551504,182.01449183987322,183.70462158202437,18955515
2015-08-27,188.33082580566406,190.952698806604,185.70895280472413,187.82161864741838,26997546
2015-08-28,189.03506469726562,191.33190670939808,187.66995147632863,189.59844131277868,10770215
2015-08-31,185.4597625732422,189.13255133754114,185.00472487707225,189.13255133754114,20708942
2015-09-01,181.98199462890625,185.02640369526745,180.95274642396473,185.02640369526745,21645696
2015-09-02,184.08383178710938,185.71979218121754,182.5778780420635,184.18133677390608,19652369
2015-09-03,185.01556396484375,186.51068373301473,182.96790150674747,185.05889951193842,11659978
2015-09-04,181.1260986328125,184.11633842893372,178.785906564053,184.11633842893372,16199949
2015-09-07,180.5410614013672,182.88125356306017,179.34930477646557,181.63531303296287,10234633
2015-09-08,183.87796020507812,184.82053727176375,178.785888839222,181.1477484492565,12900468
2015-09-09,189.392578125,190.4001585674475,184.2896725893102,186.5648612324831,17340694
2015-09-10,187.86495971679688,188.62336076513685,185.37309328784568,186.56486429745576,11074406
2015-09-11,186.5540313720703,189.83678606408114,185.52478313292207,188.94837836211948,10634833
2015-09-14,187.18238830566406,187.58325655747512,184.59301719481002,186.7273506231309,7964072
2015-09-15,187.86495971679688,188.51502189093662,185.39476106268572,186.7815420458562,11509788
2015-09-16,189.0675811767578,190.10766338913294,187.47495619308776,188.97007618143584,13424811
2015-09-18,194.01878356933594,194.90717674620063,190.06429919475207,190.34598024990214,34261453
2015-09-21,190.27015686035156,192.4586599979373,189.82595300742656,190.68185905070663,12732187
2015-09-22,183.7262725830078,191.74357955227944,182.98955387993223,190.68182980888008,15745524
2015-09-23,184.25717163085938,185.65478648382367,182.01449910532168,182.66454680679405,15221260
2015-09-24,181.44027709960938,183.7479528023893,180.87690053215917,183.7479528023893,29076982
2015-09-28,180.76852416992188,182.2094742969767,179.5659339820734,181.9711288222366,11624639
2015-09-29,182.17698669433594,184.23548290192915,179.0025712945367,179.8476433354633,15853471
2015-09-30,186.84652709960938,187.38823588210877,181.68945254727055,184.3980109242353,17292020
2015-10-01,187.36659240722656,189.37091950173732,186.0448291708866,189.37091950173732,8663393
2015-10-05,192.41531372070312,192.84868366194448,186.74903175274474,186.95489006868033,16015412
2015-10-06,194.59300231933594,195.12387725650683,191.92777928181454,194.07296126936302,12330294
2015-10-07,198.00575256347656,198.92666185303753,193.06537009567674,193.86709216821816,11515191
2015-10-08,192.65367126464844,198.24411595357785,192.03612525357676,198.24411595357785,10753149
2015-10-09,192.2744903564453,196.19647348713048,191.00689654478074,193.72627472665081,9327873
2015-10-12,193.22789001464844,195.3622236602024,192.41531954217825,192.41531954217825,6212395
2015-10-13,193.62875366210938,194.21379802388637,191.31022952450718,191.77610112942506,6162561
2015-10-14,195.65475463867188,196.09895848380975,193.7045970607862,194.10546535659054,8002587
2015-10-15,195.8172607421875,197.39905166844528,195.0372063985044,196.68400064803,9048478
2015-10-16,198.2224578857422,198.2224578857422,195.81726257991463,195.99060477692237,15246935
2015-10-19,208.77499389648438,209.20834944300125,203.8995993534613,203.8995993534613,33505855
2015-10-20,207.30149841308594,209.46833355166953,206.49976189028675,209.09996694948063,18091895
2015-10-21,206.93313598632812,211.22347080445007,206.49976605697344,207.04147485254975,14404450
2015-10-23,207.073974609375,210.84428283498337,203.93206073101337,208.8724576299984,12153422
2015-10-26,204.30044555664062,208.66661793036457,203.96458058001983,208.42827240561186,10938775
2015-10-27,203.5853729248047,205.4705271397162,203.1195013146315,203.4228646181636,11601798
2015-10-28,203.0220184326172,204.74466452842333,201.4943967904804,203.01118454432836,11958727
2015-10-29,203.89956665039062,204.76630653335124,202.58862293902442,202.81614902892414,13280382
2015-10-30,205.35134887695312,207.1281497086737,203.70455468706052,204.1379101598204,13366359
2015-11-02,207.9732208251953,208.34158743976616,204.80963910221067,205.63302896102584,7222044
2015-11-03,209.57667541503906,210.28090697028475,208.28741398562846,208.72078391244088,11373522
2015-11-04,206.1314239501953,211.26684592869807,205.02633845443683,209.75005822789018,10033187
2015-11-05,202.9461669921875,206.06641338752812,202.16611262558703,205.6330434218748,10767454
2015-11-06,206.36978149414062,206.87898868432345,203.2278672507946,203.56371777200965,8367190
2015-11-09,208.2874298095703,209.0999858276653,200.0967650530466,202.27444873910952,17031699
2015-11-10,199.94509887695312,207.9082378624526,198.54748395366104,207.36652900655542,11486238
2015-11-13,202.17694091796875,203.36869744218205,198.1574530399701,198.27662579949765,13682323
2015-11-16,202.4477996826172,204.1162618048777,200.37846924544863,200.64933090616046,15346549
2015-11-17,201.02850341796875,203.444532567793,200.69265291728763,203.26035648677433,8588142
2015-11-18,197.61575317382812,201.79774954988338,197.1715493127983,200.99601292959164,11249222
2015-11-19,202.54527282714844,203.4011787616392,198.7533114246796,199.11084413197418,12183206
2015-11-20,205.16720581054688,206.45648203374037,200.5518387774814,202.38282393144007,11304265
2015-11-23,206.6622772216797,207.56151875272354,205.02631692564594,205.84972124928316,10499517
2015-11-24,209.68502807617188,210.53010021227826,206.07724236351615,206.49977843156933,14806176
2015-11-26,214.2245330810547,214.93959848998765,209.8041918525996,210.4000700503988,23805828
2015-11-27,212.14439392089844,215.0587963989896,211.07181014647182,214.30039535707985,10891864
2015-11-30,209.5550079345703,213.30364840482852,208.51492589455523,212.02520639572313,29919205
2015-12-01,209.29501342773438,212.0902287367924,208.28743295707417,208.88331123654012,12981379
2015-12-02,211.9060516357422,212.28525216248792,208.99164911314452,209.37084963989025,7573628
2015-12-03,211.7435302734375,214.28956617379202,211.07181477987675,211.2451569809326,11361395
2015-12-04,209.197509765625,211.52686808605156,208.3199503437405,210.68179586478604,13443688
2015-12-07,206.2939453125,210.83347449574848,205.79557200760317,209.19749957472837,14483909
2015-12-08,203.8778839111328,206.62976331050191,202.83780191371343,205.61134908534262,7532164
2015-12-09,198.46083068847656,204.43047699218937,197.79994900706598,202.8595197224446,9174419
2015-12-10,205.92556762695312,206.67312031200535,199.34921002517478,199.89091885238525,18592203
2015-12-11,206.48892211914062,207.79986573001435,204.311253156215,206.2289088528653,18155513
2015-12-14,206.95480346679688,208.774954274618,204.98297824648003,205.32967708236694,10563900
2015-12-15,211.46185302734375,211.90605689006546,206.6406283284482,207.36652773745791,15718833
2015-12-16,212.0576934814453,213.98618301690462,210.94177431210736,211.46181529637425,12097338
2015-12-17,218.78573608398438,219.93417143545585,211.91686407028837,212.36106787702778,19369032
2015-12-18,214.92880249023438,218.63409342736946,214.5171002828927,217.5073401495175,16016139
2015-12-21,214.97213745117188,216.46725738037426,213.2928414269805,214.0620619352278,12331769
2015-12-22,213.93202209472656,217.24727807708345,213.21695667263322,215.1237785122586,11579277
2015-12-23,217.50730895996094,218.1790243822691,214.51706952212285,214.90710389759477,12919467
2015-12-24,216.80308532714844,218.24403566657762,215.88219048364215,217.52898467250333,11901877
2015-12-28,218.93743896484375,219.66332386434127,216.6839181277839,216.81392477286366,12885935
2015-12-29,220.0208740234375,220.73592509246083,218.2332246541743,218.93745629971977,14913870
2015-12-30,217.65899658203125,220.15086293148974,217.1172877638419,219.9341851900015,8151610
2015-12-31,219.84751892089844,220.9526188928689,216.48892684629652,217.42067014539538,18483713
2016-01-01,220.01004028320312,220.7792607924818,218.46075091222082,218.80743532678252,5416562
2016-01-04,215.66549682617188,219.67415063535964,213.80201044918542,217.76732871141704,30170947
2016-01-05,217.79981994628906,218.85073583860782,216.03385309895305,216.7489040539703,14946239
2016-01-06,223.66114807128906,225.00459348881043,216.77059325149128,218.33071641483755,26759864
2016-01-07,219.5550079345703,222.7510917468836,218.42825463054118,221.245137890614,19739943
2016-01-08,222.2635040283203,223.8127931009133,220.30251282825822,221.01757822451168,21313199
2016-01-11,227.86480712890625,229.85830020526586,219.0674449426684,220.1400286902471,29016443
2016-01-12,226.53221130371094,230.85504797832004,225.58963419577407,228.60154160053855,23373377
2016-01-13,233.33607482910156,236.13130442423247,226.9113918866168,228.18983392878874,71802356
2016-01-14,230.04246520996094,234.23530947936928,228.1789933324697,230.51917068198614,27823189
2016-01-15,232.56686401367188,236.0771449690892,230.8984018720038,231.79764350292703,28767318
2016-01-18,220.3350372314453,234.87453303742072,218.43906361533644,232.93520940889573,27254669
2016-01-19,226.13136291503906,227.4747939644474,219.73918091663597,222.96778081227743,21489315
2016-01-20,217.66981506347656,224.2461720902953,214.51706736114656,224.2461720902953,45114225
2016-01-21,213.2603302001953,222.26355164615845,211.63520357835517,220.48675058966492,31768619
2016-01-22,217.58314514160156,219.06743096712333,215.39464223783318,215.39464223783318,23682648
2016-01-25,217.53982543945312,220.74674282410305,216.68391942528197,218.8507547141282,13099564
2016-01-27,216.5430908203125,218.8507667692877,216.02304974376474,218.43907903472584,17251028
2016-01-28,220.3458709716797,221.4076352890921,216.05553601198588,216.9006081253365,23074633
2016-01-29,224.3545379638672,225.35128455310596,220.5842438236206,220.79008768824772,19177163
2016-02-01,223.2494354248047,225.74130170732832,222.22018725144503,225.3404334318742,9918809
2016-02-02,216.93309020996094,223.791128087299,214.6254001691994,223.24941932273194,14771279
2016-02-03,212.6536102294922,215.38383674034773,211.26684366294648,214.08372681168277,15691478
2016-02-04,210.84429931640625,216.90061592956934,209.25167447968684,214.08371842669246,18203784
2016-02-05,210.37840270996094,212.7835832782142,208.3199064963576,212.15520342094385,20998404
2016-02-08,208.24407958984375,213.39032037829412,207.57234969056293,210.42174865802698,12078110
2016-02-09,207.47486877441406,209.92339975651325,205.84974219975453,206.47812216097438,19603494
2016-02-10,208.5907745361328,210.83346150218782,205.55719934236797,206.21809538853444,16883350
2016-02-11,200.33511352539062,209.3058321222605,198.37412216414094,208.6341022142668,17114833
2016-02-12,196.43479919433594,202.3611088437634,192.4369792519477,202.3611088437634,29319458
2016-02-15,205.14549255371094,206.14223907966806,198.9158339987131,198.9158339987131,19283523
2016-02-16,201.63522338867188,207.583186330241,200.86598849962294,206.08806656366005,13024856
2016-02-17,206.41310119628906,207.46401715930583,198.5691356135171,202.62112504829437,15442221
2016-02-18,203.70455932617188,209.90171630139076,202.81615165784507,208.65577589542633,14433087
2016-02-19,204.62542724609375,206.44557789133233,203.10863986321718,203.6828647310239,10235503
2016-02-22,208.51490783691406,209.81501750657588,204.5712577498534,204.5712577498534,12770834
2016-02-23,205.77391052246094,209.5767065202165,204.27879056206444,208.6882987616178,18989787
2016-02-24,206.42396545410156,207.70239323114637,204.116274872036,204.74466933648586,15186204
2016-02-25,204.5712890625,207.26901378546972,203.86707192393416,206.75980661819221,24826958
2016-02-26,205.92556762695312,207.74571854364044,204.6146238757118,206.49977811592808,8349402
2016-02-29,209.45750427246094,215.51382047887952,202.5994515256083,206.1313998221323,31032353
2016-03-01,212.63194274902344,213.44451326362557,209.02415685739308,209.03499074520192,16453192
2016-03-02,217.0089569091797,217.92986627345962,213.9212121921017,215.14547040567058,20105967
2016-03-03,219.4683074951172,220.58422676177284,216.14220300422977,218.85074702006418,15880459
2016-03-04,218.07070922851562,219.93419575268635,217.44232928355206,219.7175035363224,8987660
2016-03-08,222.5343780517578,223.37943566110044,218.30903214717299,218.30903214717299,13222993
2016-03-09,225.71961975097656,226.19632520396135,220.71421972686997,221.0175830022121,11854901
2016-03-10,219.22994995117188,226.62971166682465,218.6340717075315,225.79547344704704,20706353
2016-03-11,219.82583618164062,223.08693750650843,218.98077850873437,219.91252174441087,15319044
2016-03-14,220.9634246826172,222.40436053566276,219.48997270516114,220.82256969173233,11880095
2016-03-15,221.12596130371094,222.7185862382691,219.9558724669886,221.88434793063243,10487788
2016-03-16,221.3967742919922,222.2743480161569,217.86484055154727,221.23426599657938,11064129
2016-03-17,222.62957763671875,227.20926193421207,221.7530789750696,225.03994164259063,16832997
2016-03-18,225.08377075195312,225.73018158313377,222.56384800707525,223.12261189536045,14030979
2016-03-21,227.29693603515625,228.21725827712666,224.10869042227787,225.24813004218015,12708074
2016-03-22,229.60867309570312,230.5728040834198,226.93535360520687,227.23117666128962,15333442
2016-03-23,225.52200317382812,229.40048249725353,224.03196137441657,229.40048249725353,16806372
2016-03-28,223.5937042236328,226.06980322445057,222.55286763668943,225.69728913083102,18070240
2016-03-29,227.06683349609375,228.3267875113211,223.5498976426835,224.33873472880438,15871250
2016-03-30,229.43338012695312,230.46326101815302,228.48019031507036,228.48019031507036,14453294
2016-03-31,229.0279998779297,231.39454062054753,226.28895960474108,228.10769229272125,30833349
2016-04-01,226.67242431640625,229.26903823761157,224.6017067004156,227.6913493219676,12381116
2016-04-04,226.80386352539062,228.3705963571471,224.66741099366138,227.88852359142777,8632568
2016-04-05,225.02896118164062,228.41441166012706,223.9881246199325,225.99310667861815,10259495
2016-04-06,226.51902770996094,227.16543852512137,224.07579610066784,226.15746945215102,6990781
2016-04-07,227.28594970703125,229.64153434076175,223.96623411227816,226.77100931057169,8789163
2016-04-08,227.08872985839844,231.05485601013723,225.96024632936232,226.99011243039857,13411752
2016-04-11,227.95428466796875,229.093738824583,226.35468405429123,227.23118275097076,10308361
2016-04-12,229.51004028320312,231.712242686377,227.46123464532332,227.95426328754723,11164859
2016-04-13,233.5967254638672,234.44035658486524,230.63856786083232,230.63856786083232,16038542
2016-04-18,233.3118438720703,233.76104904769346,231.26303822784993,233.54191707973482,19065716
2016-04-20,227.29693603515625,234.28698517377882,226.96824534093017,234.28698517377882,21687934
2016-04-21,228.1405487060547,230.5180305732545,226.7929330590013,228.19532804609827,11380697
2016-04-22,227.65846252441406,229.53195972592485,225.54392161353195,227.66941839177974,11705087
2016-04-25,222.82679748535156,228.86365643953263,221.81882834827354,228.86365643953263,61157544
2016-04-26,222.83773803710938,224.36064750633798,220.76702056384593,222.49810614355022,26429236
2016-04-27,223.37460327148438,224.80986588459822,222.62958960814967,223.045927226187,14502641
